case_id,created_at,completed_at,business_unit,department,country,vendor_id,vendor_tier,material_category,amount_usd,priority,channel,variant_ground_truth,event_count,rework_count,cycle_time_hours,sla_target_hours,sla_breached,fitness,conformant,touch_time_hours,estimated_wait_hours,automation_rate
P2P-000639,2025-11-04 10:15:37+00:00,2025-11-09 16:04:44+00:00,Industrial Systems,Information Technology,Türkiye,V-049,B,Professional Services,28168.79,Urgent,Catalog,approval_rework,15,1,125.8189,120.0,True,0.8666666666666667,False,3.6873333333333336,122.13127777777778,0.3333333333333333
P2P-000640,2026-04-09 00:48:06+00:00,2026-04-22 22:12:35+00:00,Corporate Services,Engineering,Türkiye,V-021,B,MRO,46289.4,Strategic,Catalog,invoice_discrepancy+late_delivery,16,0,333.4081,336.0,False,0.8125,False,4.362333333333334,329.04572222222225,0.3125
P2P-000641,2025-07-16 17:44:28+00:00,2025-07-22 23:58:48+00:00,Industrial Systems,Facilities,Poland,V-053,B,Professional Services,45682.76,Standard,ERP Portal,happy_path,13,0,150.2391,240.0,False,1.0,True,3.178,147.06088888888888,0.38461538461538464
P2P-000642,2025-06-16 06:46:44+00:00,2025-06-21 08:02:12+00:00,Consumer Products,Engineering,Türkiye,V-004,A,Direct Materials,43762.44,Urgent,Catalog,invoice_discrepancy,15,0,121.2579,120.0,True,0.8666666666666667,False,4.4375,116.82027777777778,0.3333333333333333
P2P-000643,2025-11-19 04:03:53+00:00,2025-11-28 00:32:36+00:00,Corporate Services,Operations,Türkiye,V-024,B,Direct Materials,3084.02,Strategic,ERP Portal,three_way_match_failure,14,0,212.4789,336.0,False,0.7857142857142857,False,3.533166666666667,208.94544444444446,0.35714285714285715
P2P-000644,2026-02-22 04:18:28+00:00,2026-03-06 00:23:56+00:00,Corporate Services,Facilities,Germany,V-071,C,Direct Materials,13391.43,Standard,ERP Portal,happy_path,13,0,284.0911,240.0,True,1.0,True,3.0585,281.0326111111111,0.38461538461538464
P2P-000645,2025-08-12 12:12:29+00:00,2025-08-23 13:26:25+00:00,Consumer Products,Information Technology,Netherlands,V-012,A,Facilities,16936.78,Strategic,ERP Portal,invoice_discrepancy,15,0,265.2324,336.0,False,0.8666666666666667,False,3.8238333333333334,261.4083888888889,0.3333333333333333
P2P-000646,2025-11-04 15:38:53+00:00,2025-11-10 18:10:47+00:00,Consumer Products,Operations,Germany,V-014,A,MRO,9858.39,Standard,Catalog,happy_path,13,0,146.5319,240.0,False,1.0,True,2.829,143.70266666666666,0.38461538461538464
P2P-000647,2025-09-01 20:55:43+00:00,2025-09-25 04:22:36+00:00,Industrial Systems,Operations,Türkiye,V-031,B,Facilities,62931.66,Strategic,ERP Portal,duplicate_invoice+late_delivery,18,1,559.4483,336.0,True,0.7222222222222222,False,4.085666666666667,555.362388888889,0.3333333333333333
P2P-000648,2026-02-07 06:27:15+00:00,2026-02-13 06:40:04+00:00,Industrial Systems,Information Technology,Türkiye,V-020,B,Direct Materials,10089.51,Standard,Catalog,fast_track,12,0,144.2138,240.0,False,0.9230769230769231,False,3.405666666666667,140.80794444444444,0.4166666666666667
P2P-000649,2026-02-09 14:03:35+00:00,2026-02-20 09:37:44+00:00,Corporate Services,Information Technology,Türkiye,V-064,C,MRO,12435.53,Standard,ERP Portal,invoice_discrepancy,15,0,259.5694,240.0,True,0.8666666666666667,False,3.9551666666666665,255.614,0.3333333333333333
P2P-000650,2025-09-12 18:14:06+00:00,2025-09-22 03:04:59+00:00,Corporate Services,Facilities,Netherlands,V-076,C,IT Equipment,24584.99,Standard,ERP Portal,happy_path,13,0,224.8482,240.0,False,1.0,True,3.8474999999999997,221.00055555555556,0.38461538461538464
P2P-000651,2025-11-21 16:38:11+00:00,2025-11-30 06:06:15+00:00,Industrial Systems,Engineering,Türkiye,V-056,B,IT Equipment,39821.51,Standard,Catalog,approval_rework,15,1,205.4679,240.0,False,0.8666666666666667,False,4.297666666666667,201.1701111111111,0.3333333333333333
P2P-000652,2025-04-07 08:10:26+00:00,2025-04-18 14:06:33+00:00,Industrial Systems,Operations,Türkiye,V-016,A,Professional Services,21649.88,Strategic,ERP Portal,invoice_discrepancy,15,0,269.9355,336.0,False,0.8666666666666667,False,4.103,265.8322777777778,0.3333333333333333
P2P-000653,2025-05-04 06:21:35+00:00,2025-05-10 12:17:10+00:00,Consumer Products,Engineering,Türkiye,V-027,B,Direct Materials,5401.16,Urgent,ERP Portal,approval_rework,15,1,149.9264,120.0,True,0.8666666666666667,False,3.932666666666667,145.9937222222222,0.3333333333333333
P2P-000654,2026-01-09 15:38:37+00:00,2026-01-16 20:06:56+00:00,Consumer Products,Operations,Germany,V-003,A,IT Equipment,11496.63,Standard,ERP Portal,approval_rework,15,1,172.4721,240.0,False,0.8666666666666667,False,4.593833333333333,167.8781111111111,0.3333333333333333
P2P-000655,2025-05-24 21:39:12+00:00,2025-06-03 17:20:52+00:00,Consumer Products,Operations,Türkiye,V-073,C,Professional Services,16836.26,Standard,ERP Portal,happy_path,13,0,235.6947,240.0,False,1.0,True,2.941333333333333,232.7531111111111,0.38461538461538464
P2P-000656,2026-06-03 17:22:42+00:00,2026-06-13 01:36:43+00:00,Industrial Systems,Engineering,Türkiye,V-019,B,MRO,9628.4,Strategic,ERP Portal,fast_track,12,0,224.2339,336.0,False,0.9230769230769231,False,3.123666666666667,221.10994444444444,0.4166666666666667
P2P-000657,2025-10-09 02:51:28+00:00,2025-10-15 18:33:45+00:00,Corporate Services,Engineering,Türkiye,V-039,B,Facilities,67215.61,Urgent,ERP Portal,approval_rework,15,1,159.7048,120.0,True,0.8666666666666667,False,3.9178333333333333,155.78688888888888,0.3333333333333333
P2P-000658,2026-05-23 16:38:38+00:00,2026-06-07 19:09:24+00:00,Corporate Services,Engineering,Germany,V-059,C,Facilities,18566.67,Standard,ERP Portal,happy_path+late_delivery,14,0,362.513,240.0,True,0.9285714285714286,False,4.1515,358.3612777777778,0.35714285714285715
P2P-000659,2026-02-12 01:48:51+00:00,2026-02-24 00:42:53+00:00,Industrial Systems,Operations,Germany,V-033,B,Professional Services,64749.06,Standard,Email Intake,duplicate_invoice,17,1,286.9006,240.0,True,0.7647058823529411,False,3.6761666666666666,283.2243888888889,0.35294117647058826
P2P-000660,2026-01-09 00:37:39+00:00,2026-01-18 03:28:24+00:00,Corporate Services,Engineering,Türkiye,V-064,C,Direct Materials,4555.16,Strategic,Catalog,fast_track,12,0,218.8459,336.0,False,0.9230769230769231,False,2.7815000000000003,216.06433333333334,0.4166666666666667
P2P-000661,2026-04-10 16:01:23+00:00,2026-04-26 14:16:14+00:00,Consumer Products,Information Technology,Türkiye,V-067,C,MRO,24360.37,Standard,Catalog,invoice_discrepancy,15,0,382.2478,240.0,True,0.8666666666666667,False,3.8871666666666664,378.36033333333336,0.3333333333333333
P2P-000662,2025-11-26 03:24:23+00:00,2025-12-05 14:23:08+00:00,Consumer Products,Engineering,Germany,V-033,B,Professional Services,7287.07,Standard,Catalog,approval_rework,15,1,226.9793,240.0,False,0.8666666666666667,False,3.5601666666666665,223.41899999999998,0.3333333333333333
P2P-000663,2026-04-14 16:54:16+00:00,2026-04-24 19:06:05+00:00,Industrial Systems,Facilities,Netherlands,V-069,C,Facilities,23373.67,Standard,ERP Portal,happy_path,13,0,242.1971,240.0,True,1.0,True,3.501666666666667,238.6952777777778,0.38461538461538464
P2P-000664,2025-11-29 08:24:13+00:00,2025-12-11 09:57:53+00:00,Industrial Systems,Engineering,Poland,V-052,B,MRO,66269.09,Standard,ERP Portal,happy_path,13,0,289.5614,240.0,True,1.0,True,3.5983333333333336,285.9627777777778,0.38461538461538464
P2P-000665,2025-04-22 17:11:39+00:00,2025-04-30 01:12:09+00:00,Consumer Products,Engineering,Netherlands,V-034,B,Direct Materials,59857.96,Urgent,Email Intake,duplicate_invoice,17,1,176.0084,120.0,True,0.7647058823529411,False,3.068833333333333,172.93949999999998,0.35294117647058826
P2P-000666,2025-01-17 03:56:05+00:00,2025-02-05 01:43:26+00:00,Industrial Systems,Operations,Türkiye,V-065,C,MRO,5710.4,Strategic,Catalog,three_way_match_failure+late_delivery,15,0,453.7894,336.0,True,0.8,False,4.264333333333334,449.52483333333333,0.3333333333333333
P2P-000667,2025-02-14 16:44:36+00:00,2025-02-20 15:03:12+00:00,Consumer Products,Engineering,Türkiye,V-020,B,MRO,132878.5,Urgent,Catalog,invoice_discrepancy,15,0,142.3101,120.0,True,0.8666666666666667,False,4.993666666666667,137.31633333333335,0.3333333333333333
P2P-000668,2026-02-13 15:23:33+00:00,2026-02-25 09:15:36+00:00,Industrial Systems,Operations,Germany,V-057,B,Direct Materials,1181.36,Standard,ERP Portal,invoice_discrepancy,15,0,281.8677,240.0,True,0.8666666666666667,False,3.9291666666666667,277.93833333333333,0.3333333333333333
P2P-000669,2025-02-19 18:19:09+00:00,2025-03-02 15:35:19+00:00,Consumer Products,Operations,Türkiye,V-048,B,MRO,55169.37,Standard,Catalog,invoice_discrepancy,15,0,261.2695,240.0,True,0.8666666666666667,False,3.494333333333333,257.77511111111113,0.3333333333333333
P2P-000670,2026-06-21 10:35:08+00:00,2026-06-27 17:59:30+00:00,Consumer Products,Finance,Poland,V-053,B,MRO,10115.97,Standard,ERP Portal,happy_path,13,0,151.4062,240.0,False,1.0,True,2.746,148.6601111111111,0.38461538461538464
P2P-000671,2025-04-26 14:04:46+00:00,2025-05-07 00:28:15+00:00,Consumer Products,Engineering,Türkiye,V-062,C,MRO,5726.18,Strategic,Email Intake,happy_path,13,0,250.3916,336.0,False,1.0,True,3.116833333333333,247.27455555555554,0.38461538461538464
P2P-000672,2026-05-15 23:07:09+00:00,2026-06-04 19:47:26+00:00,Industrial Systems,Information Technology,Türkiye,V-059,C,MRO,3979.68,Standard,Email Intake,approval_rework+late_delivery,16,1,476.6716,240.0,True,0.8125,False,4.0155,472.6558888888889,0.3125
P2P-000673,2025-03-11 05:07:35+00:00,2025-03-27 03:41:33+00:00,Industrial Systems,Finance,Türkiye,V-067,C,IT Equipment,16775.18,Urgent,ERP Portal,duplicate_invoice+late_delivery,18,1,382.5662,120.0,True,0.7222222222222222,False,4.079,378.4871111111111,0.3333333333333333
P2P-000674,2025-12-19 01:13:58+00:00,2025-12-26 06:12:09+00:00,Consumer Products,Information Technology,Türkiye,V-023,B,MRO,12531.41,Strategic,Catalog,fast_track,12,0,172.9698,336.0,False,0.9230769230769231,False,2.882166666666667,170.08755555555555,0.4166666666666667
P2P-000675,2025-08-25 05:17:37+00:00,2025-09-06 18:05:00+00:00,Industrial Systems,Operations,Türkiye,V-066,C,Professional Services,23976.87,Standard,Email Intake,happy_path+late_delivery,14,0,300.7898,240.0,True,0.9285714285714286,False,3.8186666666666667,296.97105555555555,0.35714285714285715
P2P-000676,2026-03-16 10:45:18+00:00,2026-03-23 03:43:12+00:00,Consumer Products,Operations,Germany,V-012,A,Direct Materials,11208.1,Standard,ERP Portal,three_way_match_failure,14,0,160.9652,240.0,False,0.7857142857142857,False,3.5155000000000003,157.4495,0.35714285714285715
P2P-000677,2025-06-12 00:35:59+00:00,2025-06-19 23:43:38+00:00,Consumer Products,Operations,Türkiye,V-045,B,MRO,16725.68,Standard,ERP Portal,happy_path,13,0,191.1278,240.0,False,1.0,True,3.2256666666666667,187.90183333333334,0.38461538461538464
P2P-000678,2025-08-17 16:05:16+00:00,2025-08-28 19:35:49+00:00,Industrial Systems,Engineering,Germany,V-029,B,Direct Materials,19172.54,Standard,ERP Portal,happy_path,13,0,267.5092,240.0,True,1.0,True,3.484166666666667,264.025,0.38461538461538464
P2P-000679,2025-09-03 01:19:22+00:00,2025-09-08 19:16:18+00:00,Consumer Products,Engineering,Türkiye,V-033,B,Direct Materials,15232.26,Urgent,ERP Portal,duplicate_invoice,17,1,137.9492,120.0,True,0.7647058823529411,False,3.8950000000000005,134.05388888888888,0.35294117647058826
P2P-000680,2025-05-23 20:22:46+00:00,2025-06-06 13:58:54+00:00,Corporate Services,Information Technology,Türkiye,V-001,A,MRO,17163.47,Standard,ERP Portal,payment_rework+late_delivery,17,2,329.6022,240.0,True,0.7647058823529411,False,4.270666666666667,325.33155555555555,0.29411764705882354
P2P-000681,2026-03-15 14:04:51+00:00,2026-03-21 04:20:52+00:00,Corporate Services,Operations,Türkiye,V-004,A,MRO,5465.09,Standard,Catalog,happy_path,13,0,134.267,240.0,False,1.0,True,3.5243333333333333,130.7426111111111,0.38461538461538464
P2P-000682,2026-04-08 14:55:55+00:00,2026-04-15 12:55:00+00:00,Consumer Products,Facilities,Türkiye,V-058,B,Professional Services,2170.22,Standard,Catalog,happy_path,13,0,165.9848,240.0,False,1.0,True,3.184166666666667,162.80055555555555,0.38461538461538464
P2P-000683,2026-01-05 22:31:24+00:00,2026-01-15 02:48:32+00:00,Consumer Products,Finance,Türkiye,V-007,A,Professional Services,16313.49,Strategic,Catalog,fast_track+late_delivery,13,0,220.2856,336.0,False,0.8461538461538461,False,3.345666666666667,216.9398888888889,0.38461538461538464
P2P-000684,2026-04-10 06:35:44+00:00,2026-04-24 20:22:30+00:00,Consumer Products,Facilities,Türkiye,V-079,C,Direct Materials,36081.07,Strategic,ERP Portal,happy_path+late_delivery,14,0,349.7797,336.0,True,0.9285714285714286,False,3.4358333333333335,346.3436111111111,0.35714285714285715
P2P-000685,2025-03-11 22:29:19+00:00,2025-03-24 01:44:15+00:00,Corporate Services,Operations,Türkiye,V-070,C,Professional Services,4402.6,Standard,ERP Portal,approval_rework+late_delivery,16,1,291.2489,240.0,True,0.8125,False,4.4535,286.79538888888885,0.3125
P2P-000686,2025-03-01 03:21:09+00:00,2025-03-13 14:28:06+00:00,Corporate Services,Operations,Türkiye,V-009,A,Facilities,141476.3,Standard,ERP Portal,invoice_discrepancy,15,0,299.116,240.0,True,0.8666666666666667,False,5.021333333333334,294.0945,0.3333333333333333
P2P-000687,2026-06-08 11:12:38+00:00,2026-06-18 22:13:57+00:00,Consumer Products,Engineering,Netherlands,V-031,B,Direct Materials,34997.98,Standard,ERP Portal,happy_path+late_delivery,14,0,251.0222,240.0,True,0.9285714285714286,False,3.2501666666666664,247.77177777777777,0.35714285714285715
P2P-000688,2025-03-08 03:01:58+00:00,2025-03-19 17:51:15+00:00,Consumer Products,Information Technology,Poland,V-065,C,Professional Services,11495.73,Standard,ERP Portal,three_way_match_failure,14,0,278.8214,240.0,True,0.7857142857142857,False,4.466166666666667,274.3552222222222,0.35714285714285715
P2P-000689,2025-12-29 06:16:13+00:00,2026-01-12 09:33:09+00:00,Industrial Systems,Engineering,Türkiye,V-074,C,Direct Materials,19079.39,Standard,ERP Portal,missing_approval,12,0,339.2823,240.0,True,0.9230769230769231,False,2.6213333333333333,336.6608888888889,0.4166666666666667
P2P-000690,2025-09-12 09:08:54+00:00,2025-09-20 13:41:59+00:00,Consumer Products,Facilities,Türkiye,V-073,C,MRO,43678.09,Standard,ERP Portal,happy_path,13,0,196.5516,240.0,False,1.0,True,3.3488333333333333,193.20255555555553,0.38461538461538464
P2P-000691,2025-07-17 10:42:30+00:00,2025-07-27 11:45:58+00:00,Industrial Systems,Engineering,Türkiye,V-079,C,MRO,36305.16,Standard,Catalog,invoice_discrepancy,15,0,241.058,240.0,True,0.8666666666666667,False,3.574,237.48377777777776,0.3333333333333333
P2P-000692,2025-03-19 04:58:42+00:00,2025-03-26 18:25:09+00:00,Consumer Products,Engineering,Türkiye,V-029,B,Direct Materials,17208.85,Urgent,ERP Portal,duplicate_invoice,17,1,181.4409,120.0,True,0.7647058823529411,False,3.7231666666666663,177.71766666666667,0.35294117647058826
P2P-000693,2025-04-27 04:16:38+00:00,2025-05-05 21:07:33+00:00,Corporate Services,Operations,Germany,V-006,A,IT Equipment,4063.82,Standard,ERP Portal,invoice_discrepancy,15,0,208.8486,240.0,False,0.8666666666666667,False,3.304333333333333,205.54427777777775,0.3333333333333333
P2P-000694,2025-06-25 11:19:38+00:00,2025-07-05 10:21:45+00:00,Industrial Systems,Operations,Germany,V-032,B,Facilities,31985.41,Standard,ERP Portal,duplicate_invoice,17,1,239.0355,240.0,False,0.7647058823529411,False,3.798166666666667,235.2371111111111,0.35294117647058826
P2P-000695,2025-02-16 10:53:47+00:00,2025-02-23 20:38:20+00:00,Consumer Products,Information Technology,Germany,V-034,B,Direct Materials,29762.32,Standard,ERP Portal,happy_path,13,0,177.7425,240.0,False,1.0,True,3.0525,174.69,0.38461538461538464
P2P-000696,2025-09-18 16:24:30+00:00,2025-10-02 18:16:29+00:00,Industrial Systems,Finance,Germany,V-054,B,Direct Materials,11875.45,Standard,Catalog,happy_path+late_delivery,14,0,337.8666,240.0,True,0.9285714285714286,False,3.8291666666666666,334.0372222222222,0.35714285714285715
P2P-000697,2025-01-04 09:38:50+00:00,2025-01-12 12:18:53+00:00,Consumer Products,Facilities,Germany,V-041,B,MRO,11197.23,Standard,ERP Portal,happy_path,13,0,194.6675,240.0,False,1.0,True,3.1693333333333333,191.49816666666666,0.38461538461538464
P2P-000698,2025-07-16 21:05:47+00:00,2025-07-22 21:33:35+00:00,Corporate Services,Engineering,Türkiye,V-010,A,Professional Services,11243.66,Standard,Email Intake,happy_path,13,0,144.4634,240.0,False,1.0,True,3.319,141.14433333333335,0.38461538461538464
P2P-000699,2025-12-21 11:24:05+00:00,2025-12-28 10:01:34+00:00,Consumer Products,Facilities,Türkiye,V-044,B,Direct Materials,61802.35,Standard,Catalog,happy_path,13,0,166.6249,240.0,False,1.0,True,3.636333333333333,162.9883888888889,0.38461538461538464
P2P-000700,2025-06-28 18:16:23+00:00,2025-07-04 20:35:53+00:00,Industrial Systems,Operations,Türkiye,V-071,C,IT Equipment,26337.09,Urgent,Catalog,happy_path,13,0,146.3251,120.0,True,1.0,True,3.13,143.195,0.38461538461538464
P2P-000701,2025-01-12 20:39:02+00:00,2025-01-22 17:20:53+00:00,Consumer Products,Facilities,Germany,V-060,C,MRO,5333.48,Standard,ERP Portal,happy_path,13,0,236.6975,240.0,False,1.0,True,3.4418333333333333,233.25566666666666,0.38461538461538464
P2P-000702,2025-06-16 08:22:54+00:00,2025-06-22 00:46:22+00:00,Industrial Systems,Operations,Türkiye,V-063,C,Direct Materials,16824.48,Urgent,ERP Portal,happy_path,13,0,136.3913,120.0,True,1.0,True,3.2861666666666665,133.10494444444444,0.38461538461538464
P2P-000703,2025-12-24 09:22:17+00:00,2026-01-06 05:40:43+00:00,Corporate Services,Operations,Türkiye,V-078,C,Direct Materials,11412.03,Standard,ERP Portal,approval_rework+late_delivery,16,1,308.3074,240.0,True,0.8125,False,3.8285,304.4787222222222,0.3125
P2P-000704,2025-03-03 14:50:21+00:00,2025-03-11 08:45:13+00:00,Industrial Systems,Operations,Türkiye,V-051,B,Direct Materials,3968.54,Strategic,ERP Portal,happy_path,13,0,185.9146,336.0,False,1.0,True,2.8638333333333335,183.05061111111112,0.38461538461538464
P2P-000705,2026-04-06 21:04:51+00:00,2026-04-16 10:39:01+00:00,Industrial Systems,Finance,Poland,V-075,C,IT Equipment,25039.77,Urgent,ERP Portal,happy_path+late_delivery,14,0,229.5695,120.0,True,0.9285714285714286,False,3.6926666666666668,225.8767777777778,0.35714285714285715
P2P-000706,2025-07-05 01:48:52+00:00,2025-07-11 12:21:52+00:00,Corporate Services,Operations,Türkiye,V-068,C,Facilities,2198.22,Urgent,ERP Portal,missing_approval,12,0,154.5501,120.0,True,0.9230769230769231,False,2.478333333333333,152.0716666666667,0.4166666666666667
P2P-000707,2025-11-24 13:44:08+00:00,2025-12-07 12:36:21+00:00,Corporate Services,Operations,Türkiye,V-019,B,Direct Materials,3628.48,Strategic,Catalog,payment_rework,16,2,310.8705,336.0,False,0.8125,False,4.9351666666666665,305.93511111111115,0.3125
P2P-000708,2025-08-16 11:35:42+00:00,2025-08-24 21:18:29+00:00,Consumer Products,Operations,Türkiye,V-008,A,MRO,12808.25,Strategic,Catalog,duplicate_invoice,17,1,201.7131,336.0,False,0.7647058823529411,False,3.824,197.88905555555553,0.35294117647058826
P2P-000709,2026-05-29 23:21:08+00:00,2026-06-05 18:27:59+00:00,Consumer Products,Operations,Türkiye,V-077,C,Direct Materials,7642.93,Urgent,ERP Portal,missing_approval,12,0,163.1143,120.0,True,0.9230769230769231,False,3.169,159.94516666666667,0.4166666666666667
P2P-000710,2026-02-13 10:27:14+00:00,2026-02-25 03:50:00+00:00,Industrial Systems,Facilities,Türkiye,V-027,B,IT Equipment,34492.72,Standard,Email Intake,happy_path,13,0,281.3795,240.0,True,1.0,True,3.2561666666666667,278.1232777777778,0.38461538461538464
P2P-000711,2026-01-06 13:31:11+00:00,2026-01-23 13:03:57+00:00,Corporate Services,Operations,Türkiye,V-060,C,Facilities,19198.48,Standard,ERP Portal,happy_path+late_delivery,14,0,407.5461,240.0,True,0.9285714285714286,False,3.335666666666667,404.2104444444444,0.35714285714285715
P2P-000712,2026-05-25 21:19:47+00:00,2026-05-30 04:01:19+00:00,Industrial Systems,Engineering,Poland,V-017,A,MRO,8224.66,Urgent,ERP Portal,fast_track,12,0,102.6924,120.0,False,0.9230769230769231,False,2.8986666666666663,99.79355555555556,0.4166666666666667
P2P-000713,2026-04-18 11:45:23+00:00,2026-04-28 09:46:25+00:00,Consumer Products,Information Technology,Türkiye,V-061,C,Direct Materials,3546.33,Standard,Catalog,fast_track,12,0,238.0175,240.0,False,0.9230769230769231,False,3.0415,234.9757222222222,0.4166666666666667
P2P-000714,2025-12-30 04:24:49+00:00,2026-01-08 05:39:17+00:00,Consumer Products,Engineering,Türkiye,V-065,C,MRO,4997.34,Strategic,ERP Portal,happy_path,13,0,217.2413,336.0,False,1.0,True,4.093666666666667,213.14744444444443,0.38461538461538464
P2P-000715,2026-02-07 12:19:12+00:00,2026-02-15 17:19:45+00:00,Consumer Products,Facilities,Türkiye,V-021,B,IT Equipment,117299.87,Standard,Email Intake,missing_approval,12,0,197.0093,240.0,False,0.9230769230769231,False,3.341666666666667,193.6675,0.4166666666666667
P2P-000716,2025-09-08 15:31:25+00:00,2025-09-18 04:07:19+00:00,Industrial Systems,Information Technology,Germany,V-029,B,Direct Materials,25243.12,Urgent,ERP Portal,approval_rework,15,1,228.5986,120.0,True,0.8666666666666667,False,3.6516666666666664,224.94666666666666,0.3333333333333333
P2P-000717,2025-03-04 10:11:40+00:00,2025-03-11 12:30:26+00:00,Industrial Systems,Operations,Türkiye,V-044,B,MRO,39798.6,Urgent,ERP Portal,invoice_discrepancy,15,0,170.3128,120.0,True,0.8666666666666667,False,4.179333333333333,166.13344444444442,0.3333333333333333
P2P-000718,2026-05-12 10:58:20+00:00,2026-05-20 16:44:41+00:00,Corporate Services,Operations,Türkiye,V-068,C,Direct Materials,3183.55,Standard,ERP Portal,approval_rework,15,1,197.7726,240.0,False,0.8666666666666667,False,3.1775,194.595,0.3333333333333333
P2P-000719,2025-03-13 04:31:34+00:00,2025-03-20 00:22:54+00:00,Industrial Systems,Information Technology,Netherlands,V-054,B,Direct Materials,46437.95,Standard,ERP Portal,happy_path,13,0,163.8557,240.0,False,1.0,True,3.0448333333333335,160.8107222222222,0.38461538461538464
P2P-000720,2025-09-09 21:45:52+00:00,2025-09-16 02:26:43+00:00,Consumer Products,Engineering,Türkiye,V-013,A,Direct Materials,48311.03,Standard,Catalog,happy_path,13,0,148.681,240.0,False,1.0,True,2.9709999999999996,145.70983333333334,0.38461538461538464
P2P-000721,2025-02-13 14:43:11+00:00,2025-02-25 22:54:02+00:00,Consumer Products,Operations,Türkiye,V-078,C,MRO,3846.53,Standard,Catalog,payment_rework,16,2,296.181,240.0,True,0.8125,False,3.4026666666666667,292.77816666666666,0.3125
P2P-000722,2026-06-07 02:58:45+00:00,2026-06-18 15:25:28+00:00,Corporate Services,Information Technology,Poland,V-069,C,Professional Services,5986.86,Standard,ERP Portal,invoice_discrepancy,15,0,276.4454,240.0,True,0.8666666666666667,False,3.9061666666666666,272.53911111111114,0.3333333333333333
P2P-000723,2026-06-19 23:36:47+00:00,2026-06-28 20:59:16+00:00,Consumer Products,Operations,Türkiye,V-019,B,Direct Materials,64918.82,Standard,ERP Portal,happy_path,13,0,213.3749,240.0,False,1.0,True,2.970833333333333,210.4038888888889,0.38461538461538464
P2P-000724,2025-08-05 12:27:06+00:00,2025-08-14 05:38:44+00:00,Corporate Services,Engineering,Germany,V-058,B,IT Equipment,2714.52,Standard,ERP Portal,three_way_match_failure,14,0,209.1941,240.0,False,0.7857142857142857,False,3.4178333333333333,205.77605555555556,0.35714285714285715
P2P-000725,2026-01-30 18:57:16+00:00,2026-02-06 11:29:43+00:00,Industrial Systems,Information Technology,Germany,V-034,B,Professional Services,46596.86,Urgent,ERP Portal,happy_path,13,0,160.5409,120.0,True,1.0,True,3.146,157.39483333333334,0.38461538461538464
P2P-000726,2025-03-06 07:29:23+00:00,2025-03-14 01:54:02+00:00,Industrial Systems,Finance,Germany,V-002,A,Facilities,2150.47,Standard,ERP Portal,payment_rework,16,2,186.4109,240.0,False,0.8125,False,4.387333333333333,182.02349999999998,0.3125
P2P-000727,2025-03-23 06:33:15+00:00,2025-03-30 11:07:25+00:00,Industrial Systems,Engineering,Türkiye,V-007,A,MRO,3546.99,Standard,ERP Portal,missing_approval,12,0,172.5696,240.0,False,0.9230769230769231,False,3.0403333333333338,169.52911111111112,0.4166666666666667
P2P-000728,2025-02-05 12:37:49+00:00,2025-02-13 13:37:49+00:00,Industrial Systems,Finance,Türkiye,V-067,C,Direct Materials,1553.64,Standard,Catalog,happy_path,13,0,193.0,240.0,False,1.0,True,3.654166666666667,189.34583333333333,0.38461538461538464
P2P-000729,2025-06-13 14:54:42+00:00,2025-06-21 12:59:36+00:00,Corporate Services,Facilities,Türkiye,V-038,B,IT Equipment,46792.98,Standard,ERP Portal,approval_rework,15,1,190.0817,240.0,False,0.8666666666666667,False,4.0755,186.00616666666667,0.3333333333333333
P2P-000730,2026-03-05 09:13:36+00:00,2026-03-09 10:40:29+00:00,Consumer Products,Information Technology,Türkiye,V-029,B,Direct Materials,46372.7,Urgent,Email Intake,happy_path,13,0,97.4482,120.0,False,1.0,True,3.277833333333333,94.17022222222222,0.38461538461538464
P2P-000731,2025-03-24 18:01:18+00:00,2025-04-05 22:18:02+00:00,Industrial Systems,Operations,Germany,V-037,B,Facilities,8207.19,Urgent,Email Intake,happy_path+late_delivery,14,0,292.2791,120.0,True,0.9285714285714286,False,2.7983333333333333,289.48055555555555,0.35714285714285715
P2P-000732,2026-05-30 18:07:03+00:00,2026-06-08 22:45:03+00:00,Industrial Systems,Facilities,Germany,V-040,B,Professional Services,6597.8,Standard,Catalog,happy_path,13,0,220.6334,240.0,False,1.0,True,3.2008333333333336,217.4325,0.38461538461538464
P2P-000733,2025-05-02 22:59:39+00:00,2025-05-13 04:39:59+00:00,Corporate Services,Operations,Türkiye,V-055,B,IT Equipment,9874.95,Standard,Email Intake,happy_path+late_delivery,14,0,245.6725,240.0,True,0.9285714285714286,False,3.5301666666666667,242.14205555555554,0.35714285714285715
P2P-000734,2026-02-07 08:46:16+00:00,2026-02-14 13:51:43+00:00,Consumer Products,Finance,Germany,V-008,A,MRO,4167.85,Standard,Catalog,happy_path,13,0,173.0909,240.0,False,1.0,True,3.6486666666666663,169.44216666666668,0.38461538461538464
P2P-000735,2025-12-18 03:26:21+00:00,2025-12-24 10:12:05+00:00,Corporate Services,Facilities,Netherlands,V-057,B,Direct Materials,49123.96,Urgent,ERP Portal,happy_path,13,0,150.7625,120.0,True,1.0,True,3.0445,147.71772222222222,0.38461538461538464
P2P-000736,2025-01-23 09:23:33+00:00,2025-02-05 12:56:51+00:00,Industrial Systems,Information Technology,Germany,V-063,C,Direct Materials,4132.07,Standard,Email Intake,invoice_discrepancy,15,0,315.5553,240.0,True,0.8666666666666667,False,3.855,311.7,0.3333333333333333
