case_id,fitness,edit_distance,conformant,missing_activities,unexpected_activities,repeated_activities
P2P-000896,0.9230769230769231,1,False,Manager Approval,,
P2P-000897,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000898,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000899,0.9230769230769231,1,False,Manager Approval,,
P2P-000900,0.9230769230769231,1,False,Manager Approval,,
P2P-000901,0.9230769230769231,1,False,Manager Approval,,
P2P-000902,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000903,1.0,0,True,,,
P2P-000904,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000905,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000906,1.0,0,True,,,
P2P-000907,1.0,0,True,,,
P2P-000908,1.0,0,True,,,
P2P-000909,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000910,1.0,0,True,,,
P2P-000911,1.0,0,True,,,
P2P-000912,1.0,0,True,,,
P2P-000913,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-000914,0.8125,3,False,,Delivery Delayed | Request Reworked,Manager Approval
P2P-000915,1.0,0,True,,,
P2P-000916,0.9230769230769231,1,False,Manager Approval,,
P2P-000917,1.0,0,True,,,
P2P-000918,0.9230769230769231,1,False,Manager Approval,,
P2P-000919,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000920,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-000921,1.0,0,True,,,
P2P-000922,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000923,1.0,0,True,,,
P2P-000924,1.0,0,True,,,
P2P-000925,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000926,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000927,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-000928,1.0,0,True,,,
P2P-000929,1.0,0,True,,,
P2P-000930,0.8461538461538461,2,False,Manager Approval,Delivery Delayed,
P2P-000931,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000932,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000933,0.9230769230769231,1,False,Manager Approval,,
P2P-000934,0.9230769230769231,1,False,Manager Approval,,
P2P-000935,1.0,0,True,,,
P2P-000936,0.9230769230769231,1,False,Manager Approval,,
P2P-000937,1.0,0,True,,,
P2P-000938,0.9230769230769231,1,False,Manager Approval,,
P2P-000939,1.0,0,True,,,
P2P-000940,1.0,0,True,,,
P2P-000941,1.0,0,True,,,
P2P-000942,1.0,0,True,,,
P2P-000943,1.0,0,True,,,
P2P-000944,0.9230769230769231,1,False,Manager Approval,,
P2P-000945,1.0,0,True,,,
P2P-000946,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000947,0.9230769230769231,1,False,Manager Approval,,
P2P-000948,1.0,0,True,,,
P2P-000949,1.0,0,True,,,
P2P-000950,1.0,0,True,,,
P2P-000951,1.0,0,True,,,
P2P-000952,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000953,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000954,1.0,0,True,,,
P2P-000955,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000956,0.8125,3,False,,Delivery Delayed | Request Reworked,Manager Approval
P2P-000957,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-000958,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000959,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-000960,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000961,1.0,0,True,,,
P2P-000962,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000963,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-000964,0.9230769230769231,1,False,Manager Approval,,
P2P-000965,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-000966,1.0,0,True,,,
P2P-000967,1.0,0,True,,,
P2P-000968,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-000969,0.7647058823529411,4,False,,Delivery Delayed | Payment Rejected,Invoice Matched | Payment Authorized
P2P-000970,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000971,1.0,0,True,,,
P2P-000972,1.0,0,True,,,
P2P-000973,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000974,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000975,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-000976,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000977,1.0,0,True,,,
P2P-000978,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-000979,1.0,0,True,,,
P2P-000980,1.0,0,True,,,
P2P-000981,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000982,1.0,0,True,,,
P2P-000983,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-000984,1.0,0,True,,,
P2P-000985,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000986,1.0,0,True,,,
P2P-000987,1.0,0,True,,,
P2P-000988,1.0,0,True,,,
P2P-000989,0.9230769230769231,1,False,Manager Approval,,
P2P-000990,1.0,0,True,,,
P2P-000991,1.0,0,True,,,
P2P-000992,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000993,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-000994,0.9285714285714286,1,False,,Delivery Delayed,
P2P-000995,1.0,0,True,,,
P2P-000996,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-000997,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-000998,1.0,0,True,,,
P2P-000999,1.0,0,True,,,
P2P-001000,0.9285714285714286,1,False,,Delivery Delayed,
P2P-001001,1.0,0,True,,,
P2P-001002,0.8461538461538461,2,False,Manager Approval,Delivery Delayed,
P2P-001003,1.0,0,True,,,
P2P-001004,1.0,0,True,,,
P2P-001005,1.0,0,True,,,
P2P-001006,0.9230769230769231,1,False,Manager Approval,,
P2P-001007,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-001008,1.0,0,True,,,
P2P-001009,0.9285714285714286,1,False,,Delivery Delayed,
P2P-001010,0.7222222222222222,5,False,,Corrected Invoice Received | Delivery Delayed | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-001011,1.0,0,True,,,
P2P-001012,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-001013,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-001014,1.0,0,True,,,
P2P-001015,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001016,1.0,0,True,,,
P2P-001017,1.0,0,True,,,
P2P-001018,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001019,1.0,0,True,,,
P2P-001020,1.0,0,True,,,
P2P-001021,1.0,0,True,,,
P2P-001022,1.0,0,True,,,
P2P-001023,0.9230769230769231,1,False,Manager Approval,,
P2P-001024,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001025,1.0,0,True,,,
P2P-001026,1.0,0,True,,,
P2P-001027,1.0,0,True,,,
P2P-001028,1.0,0,True,,,
P2P-001029,1.0,0,True,,,
P2P-001030,1.0,0,True,,,
P2P-001031,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-001032,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-001033,1.0,0,True,,,
P2P-001034,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-001035,0.8125,3,False,,Delivery Delayed | Invoice Blocked | Invoice Corrected,
P2P-001036,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-001037,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-001038,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001039,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-001040,1.0,0,True,,,
P2P-001041,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-001042,1.0,0,True,,,
P2P-001043,0.9230769230769231,1,False,Manager Approval,,
P2P-001044,1.0,0,True,,,
P2P-001045,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-001046,1.0,0,True,,,
P2P-001047,0.9230769230769231,1,False,Manager Approval,,
P2P-001048,0.9230769230769231,1,False,Manager Approval,,
P2P-001049,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-001050,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001051,0.9285714285714286,1,False,,Delivery Delayed,
P2P-001052,1.0,0,True,,,
P2P-001053,1.0,0,True,,,
P2P-001054,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001055,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-001056,1.0,0,True,,,
P2P-001057,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-001058,1.0,0,True,,,
P2P-001059,1.0,0,True,,,
P2P-001060,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-001061,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-001062,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001063,1.0,0,True,,,
P2P-001064,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-001065,1.0,0,True,,,
P2P-001066,0.9230769230769231,1,False,Manager Approval,,
P2P-001067,0.8125,3,False,,Delivery Delayed | Invoice Blocked | Invoice Corrected,
P2P-001068,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-001069,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-001070,1.0,0,True,,,
P2P-001071,1.0,0,True,,,
P2P-001072,0.9230769230769231,1,False,Manager Approval,,
P2P-001073,0.7647058823529411,4,False,,Delivery Delayed | Payment Rejected,Invoice Matched | Payment Authorized
P2P-001074,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001075,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-001076,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-001077,0.9285714285714286,1,False,,Delivery Delayed,
P2P-001078,1.0,0,True,,,
P2P-001079,0.9230769230769231,1,False,Manager Approval,,
P2P-001080,0.8461538461538461,2,False,Manager Approval,Delivery Delayed,
P2P-001081,1.0,0,True,,,
P2P-001082,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-001083,0.9230769230769231,1,False,Manager Approval,,
P2P-001084,1.0,0,True,,,
P2P-001085,1.0,0,True,,,
P2P-001086,1.0,0,True,,,
P2P-001087,0.9230769230769231,1,False,Manager Approval,,
P2P-001088,1.0,0,True,,,
P2P-001089,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001090,0.9230769230769231,1,False,Manager Approval,,
P2P-001091,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001092,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-001093,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-001094,0.8125,3,False,,Delivery Delayed | Request Reworked,Manager Approval
P2P-001095,1.0,0,True,,,
P2P-001096,0.9230769230769231,1,False,Manager Approval,,
P2P-001097,1.0,0,True,,,
P2P-001098,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-001099,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001100,0.9230769230769231,1,False,Manager Approval,,
P2P-001101,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001102,0.9285714285714286,1,False,,Delivery Delayed,
P2P-001103,0.9230769230769231,1,False,Manager Approval,,
P2P-001104,1.0,0,True,,,
P2P-001105,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-001106,1.0,0,True,,,
P2P-001107,0.9230769230769231,1,False,Manager Approval,,
P2P-001108,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-001109,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-001110,1.0,0,True,,,
P2P-001111,1.0,0,True,,,
P2P-001112,0.9285714285714286,1,False,,Delivery Delayed,
P2P-001113,1.0,0,True,,,
P2P-001114,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-001115,1.0,0,True,,,
P2P-001116,0.9285714285714286,1,False,,Delivery Delayed,
P2P-001117,1.0,0,True,,,
P2P-001118,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-001119,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-001120,1.0,0,True,,,
P2P-001121,1.0,0,True,,,
P2P-001122,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-001123,0.9230769230769231,1,False,Manager Approval,,
P2P-001124,1.0,0,True,,,
P2P-001125,1.0,0,True,,,
P2P-001126,0.9230769230769231,1,False,Manager Approval,,
P2P-001127,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001128,1.0,0,True,,,
P2P-001129,1.0,0,True,,,
P2P-001130,1.0,0,True,,,
P2P-001131,1.0,0,True,,,
P2P-001132,0.9230769230769231,1,False,Manager Approval,,
P2P-001133,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-001134,0.9230769230769231,1,False,Manager Approval,,
P2P-001135,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-001136,0.9230769230769231,1,False,Manager Approval,,
P2P-001137,1.0,0,True,,,
P2P-001138,1.0,0,True,,,
P2P-001139,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-001140,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-001141,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001142,1.0,0,True,,,
P2P-001143,0.9285714285714286,1,False,,Delivery Delayed,
P2P-001144,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-001145,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-001146,1.0,0,True,,,
P2P-001147,1.0,0,True,,,
P2P-001148,0.9230769230769231,1,False,Manager Approval,,
P2P-001149,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001150,1.0,0,True,,,
P2P-001151,0.9230769230769231,1,False,Manager Approval,,
P2P-001152,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-001153,1.0,0,True,,,
P2P-001154,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-001155,0.9285714285714286,1,False,,Delivery Delayed,
P2P-001156,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-001157,1.0,0,True,,,
P2P-001158,1.0,0,True,,,
P2P-001159,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001160,1.0,0,True,,,
P2P-001161,0.9230769230769231,1,False,Manager Approval,,
P2P-001162,1.0,0,True,,,
P2P-001163,1.0,0,True,,,
P2P-001164,1.0,0,True,,,
P2P-001165,1.0,0,True,,,
P2P-001166,1.0,0,True,,,
P2P-001167,1.0,0,True,,,
P2P-001168,0.9230769230769231,1,False,Manager Approval,,
P2P-001169,1.0,0,True,,,
P2P-001170,1.0,0,True,,,
P2P-001171,1.0,0,True,,,
P2P-001172,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001173,0.8461538461538461,2,False,Manager Approval,Delivery Delayed,
P2P-001174,1.0,0,True,,,
P2P-001175,0.8,3,False,,Delivery Delayed | Three-Way Match Failed,
P2P-001176,1.0,0,True,,,
P2P-001177,1.0,0,True,,,
P2P-001178,0.8125,3,False,,Delivery Delayed | Request Reworked,Manager Approval
P2P-001179,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-001180,0.9230769230769231,1,False,Manager Approval,,
P2P-001181,0.9230769230769231,1,False,Manager Approval,,
P2P-001182,1.0,0,True,,,
P2P-001183,1.0,0,True,,,
P2P-001184,0.9230769230769231,1,False,Manager Approval,,
P2P-001185,1.0,0,True,,,
P2P-001186,1.0,0,True,,,
P2P-001187,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001188,1.0,0,True,,,
P2P-001189,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-001190,1.0,0,True,,,
P2P-001191,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001192,0.9230769230769231,1,False,Manager Approval,,
P2P-001193,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001194,1.0,0,True,,,
P2P-001195,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-001196,1.0,0,True,,,
P2P-001197,0.8125,3,False,,Delivery Delayed | Invoice Blocked | Invoice Corrected,
P2P-001198,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-001199,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001200,1.0,0,True,,,
P2P-001201,1.0,0,True,,,
P2P-001202,0.8,3,False,,Delivery Delayed | Three-Way Match Failed,
P2P-001203,0.9230769230769231,1,False,Manager Approval,,
P2P-001204,1.0,0,True,,,
P2P-001205,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-001206,1.0,0,True,,,
P2P-001207,0.8461538461538461,2,False,Manager Approval,Delivery Delayed,
P2P-001208,0.9230769230769231,1,False,Manager Approval,,
P2P-001209,1.0,0,True,,,
P2P-001210,0.9230769230769231,1,False,Manager Approval,,
P2P-001211,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001212,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001213,0.9230769230769231,1,False,Manager Approval,,
P2P-001214,1.0,0,True,,,
P2P-001215,1.0,0,True,,,
P2P-001216,1.0,0,True,,,
P2P-001217,1.0,0,True,,,
P2P-001218,1.0,0,True,,,
P2P-001219,0.8125,3,False,,Delivery Delayed | Request Reworked,Manager Approval
P2P-001220,0.8461538461538461,2,False,Manager Approval,Delivery Delayed,
P2P-001221,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-001222,0.9285714285714286,1,False,,Delivery Delayed,
P2P-001223,1.0,0,True,,,
P2P-001224,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001225,0.9230769230769231,1,False,Manager Approval,,
P2P-001226,1.0,0,True,,,
P2P-001227,1.0,0,True,,,
P2P-001228,1.0,0,True,,,
P2P-001229,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001230,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001231,0.9285714285714286,1,False,,Delivery Delayed,
P2P-001232,1.0,0,True,,,
P2P-001233,0.9230769230769231,1,False,Manager Approval,,
P2P-001234,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-001235,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-001236,0.9285714285714286,1,False,,Delivery Delayed,
P2P-001237,0.8461538461538461,2,False,Manager Approval,Delivery Delayed,
P2P-001238,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001239,1.0,0,True,,,
P2P-001240,1.0,0,True,,,
P2P-001241,1.0,0,True,,,
P2P-001242,0.9285714285714286,1,False,,Delivery Delayed,
P2P-001243,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-001244,1.0,0,True,,,
P2P-001245,0.7647058823529411,4,False,,Delivery Delayed | Payment Rejected,Invoice Matched | Payment Authorized
P2P-001246,1.0,0,True,,,
P2P-001247,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-001248,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-001249,1.0,0,True,,,
P2P-001250,1.0,0,True,,,
P2P-001251,1.0,0,True,,,
P2P-001252,0.8,3,False,,Delivery Delayed | Three-Way Match Failed,
P2P-001253,0.9285714285714286,1,False,,Delivery Delayed,
P2P-001254,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-001255,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001256,1.0,0,True,,,
P2P-001257,1.0,0,True,,,
P2P-001258,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-001259,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-001260,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-001261,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-001262,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-001263,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-001264,1.0,0,True,,,
P2P-001265,1.0,0,True,,,
P2P-001266,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-001267,1.0,0,True,,,
P2P-001268,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001269,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-001270,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001271,1.0,0,True,,,
P2P-001272,0.9285714285714286,1,False,,Delivery Delayed,
P2P-001273,0.9230769230769231,1,False,Manager Approval,,
P2P-001274,0.8125,3,False,,Delivery Delayed | Request Reworked,Manager Approval
P2P-001275,1.0,0,True,,,
P2P-001276,1.0,0,True,,,
P2P-001277,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-001278,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-001279,1.0,0,True,,,
P2P-001280,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-001281,1.0,0,True,,,
P2P-001282,1.0,0,True,,,
P2P-001283,1.0,0,True,,,
P2P-001284,1.0,0,True,,,
P2P-001285,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-001286,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-001287,1.0,0,True,,,
P2P-001288,0.8125,3,False,,Delivery Delayed | Request Reworked,Manager Approval
P2P-001289,1.0,0,True,,,
P2P-001290,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001291,1.0,0,True,,,
P2P-001292,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-001293,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-001294,1.0,0,True,,,
P2P-001295,1.0,0,True,,,
P2P-001296,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-001297,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001298,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-001299,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-001300,1.0,0,True,,,
P2P-001301,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001302,1.0,0,True,,,
P2P-001303,1.0,0,True,,,
P2P-001304,1.0,0,True,,,
P2P-001305,0.9230769230769231,1,False,Manager Approval,,
P2P-001306,1.0,0,True,,,
P2P-001307,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-001308,0.9230769230769231,1,False,Manager Approval,,
P2P-001309,0.8461538461538461,2,False,Manager Approval,Delivery Delayed,
P2P-001310,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-001311,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-001312,1.0,0,True,,,
P2P-001313,1.0,0,True,,,
P2P-001314,1.0,0,True,,,
P2P-001315,0.9230769230769231,1,False,Manager Approval,,
P2P-001316,1.0,0,True,,,
P2P-001317,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001318,1.0,0,True,,,
P2P-001319,1.0,0,True,,,
P2P-001320,0.9285714285714286,1,False,,Delivery Delayed,
P2P-001321,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001322,1.0,0,True,,,
P2P-001323,0.9230769230769231,1,False,Manager Approval,,
P2P-001324,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-001325,1.0,0,True,,,
P2P-001326,1.0,0,True,,,
P2P-001327,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001328,0.9285714285714286,1,False,,Delivery Delayed,
P2P-001329,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-001330,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001331,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-001332,1.0,0,True,,,
P2P-001333,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-001334,1.0,0,True,,,
P2P-001335,1.0,0,True,,,
P2P-001336,1.0,0,True,,,
P2P-001337,1.0,0,True,,,
P2P-001338,1.0,0,True,,,
P2P-001339,0.8666666666666667,2,False,,Invoice Blocked | Invoice Corrected,
P2P-001340,1.0,0,True,,,
P2P-001341,1.0,0,True,,,
P2P-001342,1.0,0,True,,,
P2P-001343,1.0,0,True,,,
P2P-001344,1.0,0,True,,,
P2P-001345,1.0,0,True,,,
P2P-001346,1.0,0,True,,,
P2P-001347,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001348,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-001349,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-001350,0.9285714285714286,1,False,,Delivery Delayed,
P2P-001351,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-001352,1.0,0,True,,,
P2P-001353,1.0,0,True,,,
P2P-001354,1.0,0,True,,,
P2P-001355,1.0,0,True,,,
P2P-001356,0.9230769230769231,1,False,Manager Approval,,
P2P-001357,1.0,0,True,,,
P2P-001358,0.8666666666666667,2,False,,Request Reworked,Manager Approval
P2P-001359,0.8125,3,False,,Delivery Delayed | Request Reworked,Manager Approval
P2P-001360,1.0,0,True,,,
P2P-001361,0.9230769230769231,1,False,Manager Approval,,
P2P-001362,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-001363,0.9230769230769231,1,False,Manager Approval,,
P2P-001364,0.8125,3,False,,Payment Rejected,Invoice Matched | Payment Authorized
P2P-001365,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-001366,0.7647058823529411,4,False,,Corrected Invoice Received | Duplicate Check Failed | Invoice Rejected,Invoice Duplicate Check
P2P-001367,1.0,0,True,,,
P2P-001368,0.7857142857142857,3,False,,Three-Way Match Failed,
P2P-001369,1.0,0,True,,,
P2P-001370,0.9285714285714286,1,False,,Delivery Delayed,
P2P-001371,0.9230769230769231,1,False,Manager Approval,,
